,clust,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
117,2,969559,0,2500,3,1000,2,7718
118,2,122705,0,24222,15,0,0,7682
119,2,16583,0,2625,7,0,0,7682
120,2,77540,0,1000,1,0,0,7683
121,2,205126,0,126630,45,2250,10,7668
122,2,81974,0,37266,18,1050,3,7661
123,2,47258,0,24768,19,0,0,7659
124,2,77699,0,42775,13,0,0,7654
125,2,133954,500,37670,18,1500,3,7654
126,2,602064,0,194753,26,2250,10,7652
127,2,213150,0,56308,41,5200,14,7645
128,2,48333,0,10123,14,0,0,6737
129,2,142175,0,37461,22,0,0,6732
130,2,17469,0,0,0,0,0,6730
131,2,19823,0,1095,3,335,1,6730
132,2,145074,0,8000,4,0,0,6746
133,2,101101,0,10850,11,1850,6,6725
134,2,125948,0,15155,15,0,0,6761
135,2,259484,1776,19172,26,7172,23,6723
136,2,129298,0,29099,15,0,0,6722
137,2,103302,0,53552,22,700,3,6718
138,2,160447,0,8578,25,0,0,6716
139,2,15472,0,3500,14,0,0,6715
140,2,39628,0,0,0,0,0,6711
141,2,6112,0,0,0,0,0,6709
142,2,31769,0,450,2,450,2,6707
143,2,126787,0,35021,17,0,0,6701
144,2,41547,0,16857,17,0,0,6697
145,2,100640,0,7600,8,1600,5,6708
146,2,18707,0,100,1,0,0,6693
147,2,50593,0,58208,17,1500,2,6689
148,2,84631,0,20415,17,0,0,6736
149,2,24868,0,205,5,0,0,6689
150,2,77097,0,42403,22,1718,4,6683
151,2,930410,0,211284,18,2250,6,7640
152,2,298121,0,60808,20,500,1,7640
153,2,87474,0,4581,15,0,0,7634
154,2,48707,0,37655,14,0,0,7631
155,2,220081,0,52574,21,500,1,7626
156,2,212976,0,19926,12,0,0,7624
157,2,44182,0,12313,12,0,0,7619
158,2,228829,0,59852,21,0,0,7612
159,2,46823,0,5860,12,0,0,7613
160,2,69110,0,18500,19,0,0,7598
161,2,120700,0,55323,17,1500,1,7598
162,2,152945,0,18604,6,3604,2,7598
163,2,10302,0,30298,19,0,0,7591
164,2,80331,0,15489,18,0,0,7634
165,2,69882,0,180,6,0,0,7582
166,2,95658,0,5269,18,0,0,7584
167,2,402874,0,74800,15,0,0,7582
168,2,370941,0,44615,16,0,0,7577
169,2,21694,0,45230,20,700,2,7575
170,2,71767,0,67335,13,0,0,7570
171,2,35820,0,0,0,0,0,7575
172,2,352508,0,23740,6,1000,2,7563
173,2,149285,0,15656,13,3250,6,7561
174,2,120941,0,42301,21,0,0,7588
175,2,451673,0,43533,19,900,4,7575
176,2,106961,0,7357,19,200,2,7572
177,2,28086,1745,7368,12,0,0,7549
178,2,60230,0,500,1,0,0,7544
179,2,6663,0,1125,7,750,4,7575
180,2,48145,0,10735,27,0,0,7540
181,2,127807,0,17086,16,1500,3,7537
182,2,32948,0,50,1,50,1,7569
183,2,8933,0,8860,14,0,0,7533
184,2,49885,0,23640,17,0,0,7533
185,2,89999,0,11694,13,0,0,7530
186,2,707079,0,57173,40,3450,12,7523
187,2,211595,0,3250,8,0,0,7521
188,2,410795,0,73679,31,0,0,7514
189,2,72173,0,2954,13,232,1,7509
190,2,123516,0,240544,31,500,2,7507
191,2,143080,733,44373,38,3928,17,7575
192,2,386061,0,107813,24,0,0,7500
193,2,52738,2398,0,0,0,0,7498
194,2,24523,0,100,1,0,0,7493
195,2,134601,0,0,0,0,0,7493
196,2,32742,0,61857,26,0,0,7488
197,2,108341,0,19670,21,0,0,7488
198,2,8669,0,11397,16,0,0,7486
199,2,118940,0,36001,17,150,1,7484
200,2,41385,0,26948,14,0,0,7481
201,2,28621,0,13878,20,1400,10,7479
202,2,16230,0,486,2,0,0,7477
203,2,152881,0,79687,18,500,1,7474
204,2,37348,0,0,0,0,0,7472
205,2,51468,0,2278,9,0,0,7460
206,2,95989,0,92159,30,1329,4,7518
207,2,23184,1250,3694,12,1150,3,7467
208,2,27381,0,18009,18,0,0,7524
209,2,6854,0,0,0,0,0,7467
210,2,201346,0,99612,34,600,4,7463
211,2,31588,0,2947,8,0,0,7463
212,2,204582,0,4671,14,0,0,7498
213,2,8298,0,20087,15,0,0,7498
214,2,10097,0,2700,1,2700,1,7498
215,2,114356,0,27308,14,0,0,7456
216,2,1344,0,1134,9,0,0,7498
217,2,59797,0,7069,4,0,0,7444
218,2,189053,0,24156,22,0,0,7439
219,2,143481,0,45891,15,0,0,7437
220,2,1302051,2706,90653,32,3050,7,7467
221,2,229744,0,68754,35,550,2,7467
222,2,75039,0,2750,10,250,1,7435
223,2,20203,0,750,6,0,0,7467
224,2,193976,0,10849,14,0,0,7416
225,2,98224,0,5570,11,0,0,7467
226,2,117329,0,6448,11,0,0,7416
227,2,119239,0,36362,15,250,1,7467
228,2,53715,0,7164,15,300,2,7416
229,2,153747,0,58689,15,0,0,7409
230,2,133309,0,23987,13,0,0,7415
231,2,81380,0,56524,22,0,0,7404
232,2,22074,0,6039,15,0,0,7404
233,2,24051,0,8764,13,0,0,7395
234,2,11449,0,9057,13,0,0,7397
235,2,182317,0,19489,17,273,1,7397
236,2,46184,0,3125,12,500,1,7388
237,2,285116,0,8471,18,500,1,7406
238,2,30962,0,97683,37,6400,18,7360
239,2,15525,0,3853,6,0,0,7406
240,2,163530,0,88987,25,0,0,7406
241,2,2075,0,5002,14,0,0,7374
242,2,227881,0,41186,13,0,0,7369
243,2,118934,0,66222,37,2250,17,7354
244,2,468175,0,141615,22,0,0,7348
245,2,12526,0,56076,19,3850,11,7375
246,2,176090,0,5300,9,2200,6,7344
247,2,15221,0,4425,9,0,0,7361
248,2,92875,0,60990,14,0,0,7344
249,2,88702,0,9620,13,50,1,7406
250,2,62882,0,1925,8,0,0,7375
251,2,30015,0,5875,32,0,0,7341
252,2,87293,0,21584,17,1050,2,7406
253,2,45225,0,14711,15,0,0,7339
254,2,96098,0,12500,4,0,0,7339
255,2,236274,0,61515,12,0,0,7375
256,2,423540,0,8534,14,2100,9,7375
257,2,25279,0,14938,26,0,0,7327
258,2,198137,0,6303,6,500,1,7323
259,2,402312,0,77122,18,250,3,7375
260,2,149733,0,605,3,500,1,7323
261,2,70730,0,1319,12,0,0,7316
262,2,164613,0,11095,13,0,0,7375
263,2,47557,0,10267,18,200,3,7345
264,2,35065,0,5400,5,1400,3,7311
265,2,105769,0,23097,16,0,0,7345
266,2,35900,0,0,0,0,0,7304
267,2,43088,0,4000,1,0,0,7345
268,2,58703,0,46473,34,950,4,7296
269,2,70354,0,120907,22,0,0,7290
270,2,145726,0,19019,15,0,0,7292
271,2,121639,0,67286,7,0,0,7288
272,2,70676,0,74993,15,0,0,7288
273,2,18263,0,2100,4,1000,2,7285
274,2,51250,0,0,0,0,0,7283
275,2,1704838,0,17108,32,4823,23,7283
276,2,12895,0,0,0,0,0,7277
277,2,120073,0,12423,29,0,0,7276
278,2,2003,0,980,2,0,0,7274
279,2,22652,0,57642,14,0,0,7271
280,2,168515,0,4600,4,0,0,7269
281,2,44873,0,38740,18,850,2,7267
282,2,190542,1745,8487,9,0,0,7267
283,2,156230,0,5300,8,1300,5,7260
284,2,79211,0,36776,14,0,0,7260
285,2,98006,0,46349,20,2309,3,7332
286,2,33982,0,68320,17,0,0,7255
287,2,62998,0,11326,24,0,0,7253
288,2,137908,0,57713,19,0,0,7250
289,2,45586,0,37459,15,0,0,7246
290,2,568174,0,67121,16,1000,2,7243
291,2,145993,0,95082,17,500,1,7229
292,2,294881,0,84800,20,0,0,7279
293,2,12195,0,3875,17,0,0,7229
294,2,16622,0,0,0,0,0,7229
295,2,141813,0,39743,14,0,0,7254
296,2,58139,500,38408,16,150,1,7227
297,2,238868,0,20521,16,0,0,7220
298,2,149286,0,42141,30,2400,13,7222
299,2,35945,0,0,0,0,0,7220
300,2,28218,0,750,4,750,4,7232
301,2,7061,0,7100,12,0,0,7218
302,2,217846,0,49198,20,0,0,7215
303,2,364387,0,28200,27,0,0,7213
304,2,125465,0,14750,9,0,0,7206
305,2,94222,0,52081,24,0,0,7201
306,2,123370,0,7478,16,0,0,7197
307,2,383030,2998,8001,25,3226,15,7326
308,2,112969,0,7572,7,0,0,7192
309,2,46430,0,2100,4,500,1,7194
310,2,179433,0,30476,15,0,0,7187
311,2,20746,0,37534,17,0,0,7185
312,2,61455,0,28765,17,0,0,7183
313,2,714717,0,119162,20,1750,4,7183
314,2,179559,0,17819,12,1000,2,7173
315,2,119977,2556,9275,16,1400,4,7226
316,2,16928,0,1000,1,0,0,7173
317,2,65316,0,3917,10,0,0,7254
318,2,766419,0,11398,3,398,1,7162
319,2,52060,0,6500,3,0,0,7162
320,2,84700,0,13544,17,0,0,7162
321,2,205523,0,32404,20,1000,2,7159
322,2,20457,0,51399,16,0,0,7193
323,2,278727,0,21666,19,9166,16,7155
324,2,50325,0,11930,14,0,0,7155
325,2,455228,0,258,2,258,2,7141
326,2,73849,0,11793,21,0,0,7250
327,2,388455,0,114329,26,6078,8,7164
328,2,138999,0,63738,29,600,4,7153
329,2,65573,0,3875,23,0,0,7130
330,2,172288,0,66879,10,0,0,7130
331,2,47958,0,0,0,0,0,7130
332,2,133002,0,15672,21,150,1,7117
333,2,42363,0,0,0,0,0,7120
334,2,133370,0,44299,18,0,0,7101
335,2,278457,6727,57313,27,1000,2,7101
336,2,105166,1374,37663,22,0,0,7120
337,2,34956,0,0,0,0,0,7172
338,2,46963,0,1500,5,0,0,7117
339,2,55788,0,24831,12,0,0,7314
340,2,174910,0,63960,20,200,1,7110
341,2,13812,0,15149,39,0,0,7110
342,2,38718,0,0,0,0,0,7314
343,2,112501,0,19140,11,0,0,7101
344,2,54005,0,1500,5,0,0,7099
345,2,66863,0,36532,9,0,0,7099
346,2,93045,0,17636,15,0,0,7092
347,2,197328,0,60447,12,0,0,7092
348,2,151301,0,37772,14,0,0,7092
349,2,87938,0,11268,2,0,0,7085
350,2,15283,0,1250,3,0,0,7132
351,2,105423,0,20802,14,0,0,7078
352,2,312512,0,100,1,100,1,7078
353,2,13680,0,0,0,0,0,7073
354,2,41279,0,14462,20,1650,6,7064
355,2,25313,0,7491,13,0,0,7064
356,2,148691,0,3000,3,1000,2,7064
357,2,224081,0,40108,15,150,2,7059
358,2,51088,0,0,0,0,0,7057
359,2,95305,0,3189,13,0,0,7054
360,2,22080,0,12200,47,1950,9,7050
361,2,11660,0,140,1,0,0,7050
362,2,222227,0,38127,14,500,1,7047
363,2,16200,0,160,1,0,0,7043
364,2,38227,0,8612,13,0,0,7036
365,2,80214,0,500,1,500,1,7029
366,2,53985,0,1000,1,0,0,7029
367,2,14414,0,0,0,0,0,7024
368,2,44457,0,225,3,0,0,7026
369,2,161813,0,126941,20,0,0,7026
370,2,138020,0,6568,15,0,0,7024
371,2,107707,0,19407,25,2211,12,7024
372,2,95656,0,62666,27,0,0,7019
373,2,149678,0,0,0,0,0,7022
374,2,15113,0,10574,19,0,0,7017
375,2,231,0,29900,24,5300,15,7015
376,2,22380,0,300,2,200,1,7010
377,2,146263,0,20853,21,350,1,7001
378,2,24598,0,0,0,0,0,7040
379,2,76150,0,36907,17,0,0,6998
380,2,377252,0,230629,30,6393,13,6996
381,2,167670,0,15907,13,0,0,6994
382,2,86853,0,42293,21,500,1,6980
383,2,479989,0,66516,26,1600,6,6980
384,2,28193,0,103456,32,0,0,6980
385,2,67086,0,18157,16,0,0,6974
386,2,35969,0,11665,21,0,0,6977
387,2,53790,0,28717,19,0,0,8296
388,2,198859,0,17855,14,500,1,8296
389,2,91939,0,1244,8,0,0,8296
390,2,88449,0,11402,18,1450,5,8296
391,2,54842,0,20792,15,0,0,8296
392,2,11189,0,9044,20,0,0,8296
393,2,16999,0,140,1,0,0,8296
394,2,114713,0,7142,18,0,0,8296
395,2,1612,0,955,9,0,0,8296
396,2,97763,0,2000,9,0,0,8296
397,2,15129,0,0,0,0,0,8296
398,2,15669,0,1205,4,0,0,8296
399,2,26720,0,913,3,0,0,8296
400,2,205292,0,5471,13,0,0,8296
401,2,56635,0,1024,8,359,2,8296
402,2,127297,0,8510,12,0,0,8296
403,2,8927,0,0,0,0,0,8296
404,2,507506,1952,102279,32,4485,13,8296
405,2,145723,0,59858,16,0,0,8296
406,2,6458,0,0,0,0,0,8296
407,2,267640,0,6000,3,0,0,8296
408,2,5581,0,0,0,0,0,8296
409,2,10732,0,1296,6,0,0,8296
410,2,620498,0,25395,53,1750,14,8296
411,2,68963,0,37723,15,0,0,8296
412,2,109640,0,66983,38,5500,17,8296
413,2,225802,0,74340,16,200,2,8296
414,2,58452,0,0,0,0,0,8296
415,2,109087,0,10462,16,0,0,8296
416,2,68286,0,22831,13,0,0,8296
417,2,68464,0,240,3,0,0,8296
418,2,131960,2000,16081,8,0,0,8296
419,2,199956,1178,0,0,0,0,8296
420,2,529886,7210,23866,26,7741,15,8296
421,2,23529,0,500,1,0,0,8296
422,2,190295,0,3501,15,0,0,8296
423,2,21083,0,129330,16,1000,2,8296
424,2,117860,0,62758,15,0,0,8296
425,2,118844,0,28731,17,400,2,8289
426,2,60493,0,9000,1,0,0,8289
427,2,491987,0,68007,23,700,2,8289
428,2,87692,0,2310,6,500,1,8289
429,2,78028,0,36269,24,0,0,8289
430,2,251286,0,0,0,0,0,8289
431,2,17575,0,0,0,0,0,8289
432,2,50431,0,1000,1,0,0,8289
433,2,153597,0,56567,18,0,0,8289
434,2,74579,0,4600,11,600,8,8289
435,2,2494,0,0,0,0,0,8289
436,2,96031,0,46588,21,0,0,8289
437,2,353678,0,141230,28,1450,5,8289
438,2,50052,0,49383,13,0,0,8289
439,2,13381,0,1000,8,0,0,8289
440,2,25123,0,2030,6,0,0,8289
441,2,132555,0,24775,31,350,1,8289
442,2,14528,0,6000,7,3000,6,8289
443,2,24038,0,6290,14,0,0,8289
444,2,192104,0,39010,53,1750,8,8289
445,2,106773,0,12900,10,1400,8,8289
446,2,229397,0,22873,13,0,0,8289
447,2,14732,0,100,1,0,0,8289
448,2,383129,0,23608,16,500,1,8289
449,2,11431,0,1759,4,759,3,8289
450,2,175461,0,40997,14,0,0,8289
451,2,52953,0,500,1,0,0,8289
452,2,182291,0,24155,22,0,0,8289
453,2,198317,0,61714,16,0,0,8289
454,2,49053,0,6498,18,950,5,8289
455,2,22772,0,0,0,0,0,8289
456,2,34170,0,15476,20,150,1,8289
457,2,158483,0,9018,11,0,0,8289
458,2,43285,0,28613,14,0,0,8252
459,2,52980,0,17078,14,0,0,8237
460,2,74342,0,4389,12,0,0,8228
461,2,139849,0,19946,15,0,0,8228
462,2,26080,0,9872,13,0,0,8228
463,2,29469,0,2522,4,0,0,8228
464,2,189252,0,2991,15,0,0,8228
465,2,382546,0,136619,34,3000,6,8228
466,2,1113394,2015,60883,26,2600,9,8228
467,2,459681,0,95531,17,0,0,8228
468,2,83590,0,3708,22,0,0,8228
469,2,82528,0,2100,5,600,4,8228
470,2,5600,0,125,1,0,0,8228
471,2,743745,2066,4100,20,2500,18,8228
472,2,43954,0,63463,13,250,1,8228
473,2,52005,0,11870,15,100,1,8228
474,2,45494,0,5021,16,600,2,8228
475,2,171509,0,40090,55,6381,23,8151
476,2,235947,0,3982,16,0,0,8145
477,2,153108,0,25802,14,500,1,8137
478,2,260261,0,33047,21,0,0,8146
479,2,80223,0,21248,26,2050,7,8121
480,2,38716,0,8253,21,0,0,8114
481,2,1125076,0,23046,14,0,0,8107
482,2,10954,500,2500,1,0,0,8095
483,2,97099,0,6325,21,1700,5,8085
484,2,62396,2128,1250,3,0,0,8075
485,2,40645,0,18348,13,0,0,8067
486,2,82655,0,101101,19,700,2,8057
487,2,84035,0,4240,6,1600,4,8114
488,2,1199220,2919,3800,19,3300,18,8023
489,2,86345,0,13415,16,350,2,8009
490,2,2701,0,5000,10,0,0,8002
491,2,46874,0,9689,38,500,1,7990
492,2,10879,0,78186,32,3400,12,7981
493,2,12742,0,0,0,0,0,7966
494,2,122904,0,37380,21,1300,4,7956
495,2,10994,0,1250,3,0,0,8007
496,2,2318,0,8747,14,0,0,7945
497,2,11070,0,0,0,0,0,7939
498,2,21921,0,0,0,0,0,7939
499,2,162521,0,57354,25,0,0,8105
500,2,207545,0,11137,34,4387,12,8105
501,2,86112,0,35528,22,0,0,8105
502,2,18328,0,0,0,0,0,6790
503,2,217557,0,97584,19,550,2,6679
504,2,11504,0,100,1,0,0,6675
505,2,143200,0,79837,28,50,1,6667
506,2,160703,0,32560,12,0,0,6666
507,2,910,0,5172,13,0,0,6662
508,2,94105,0,100,1,0,0,6676
509,2,18422,0,3297,13,0,0,6653
510,2,889456,1024,98959,29,850,4,6652
511,2,9800,589,10348,34,3000,25,6651
512,2,148318,0,51197,22,350,2,6648
513,2,26149,0,5190,6,0,0,6646
514,2,76933,0,28075,17,0,0,6646
515,2,346178,0,63803,16,0,0,6645
516,2,22878,0,9039,32,0,0,6641
517,2,66741,2880,71921,30,2600,7,6638
518,2,134060,0,46606,13,0,0,6637
519,2,3305,0,31465,24,1700,10,6633
520,2,28930,0,8185,17,0,0,6630
521,2,208519,0,4040,6,450,2,6627
522,2,58951,0,47994,15,500,1,6625
523,2,25395,0,2000,1,0,0,6624
524,2,109248,0,6828,11,0,0,6618
525,2,43387,0,4942,13,0,0,6613
526,2,52423,0,26926,13,0,0,6611
527,2,26858,500,34308,17,900,3,6606
528,2,5410,0,45890,22,0,0,6603
529,2,18177,0,12040,12,0,0,6690
530,2,413509,0,2500,1,0,0,6598
531,2,98472,1776,124421,45,10250,28,6621
532,2,86520,3445,64450,20,1000,2,6592
533,2,16648,0,625,4,0,0,6588
534,2,267404,0,263685,51,3000,6,6584
535,2,31478,0,18885,18,0,0,6578
536,2,17445,0,4500,3,500,1,6576
537,2,49052,0,46718,17,0,0,6575
538,2,21689,0,0,0,0,0,6570
539,2,18302,0,2197,10,0,0,6569
540,2,26220,0,2775,11,0,0,6647
541,2,59552,0,7551,22,0,0,6473
542,2,34962,0,252,3,0,0,6208
543,2,16153,0,180,1,0,0,6491
544,2,28931,0,6500,4,500,1,6354
545,2,202636,0,19000,5,0,0,6119
546,2,153962,0,90992,21,0,0,6567
547,2,63311,0,25048,14,0,0,6634
548,2,8561,0,2050,8,1300,2,6675
549,2,256219,0,29823,33,6568,16,6561
550,2,122700,0,18604,13,0,0,6556
551,2,81419,0,7769,12,350,1,6599
552,2,13873,0,4833,20,0,0,6519
553,2,148,0,190,2,0,0,6507
554,2,178919,0,23387,17,0,0,6555
555,2,19702,0,3000,1,0,0,6554
556,2,18820,0,0,0,0,0,6549
557,2,213849,0,500,1,0,0,6549
558,2,28077,0,735,6,500,1,6575
559,2,4528,0,290,1,0,0,6565
560,2,40418,0,12678,12,0,0,6541
561,2,380930,0,22485,25,213,1,6539
562,2,176849,0,7700,11,950,4,6539
563,2,71235,0,41004,14,0,0,6535
564,2,76446,0,63811,17,0,0,6550
565,2,148915,0,23522,16,650,2,6532
566,2,65034,0,14331,16,800,3,6541
567,2,35738,0,41264,16,0,0,6526
568,2,313,0,1600,1,0,0,6525
569,2,55703,0,0,0,0,0,6520
570,2,11613,0,2000,1,0,0,6519
571,2,65672,0,29089,13,0,0,6529
572,2,84785,0,4570,14,0,0,6514
573,2,30592,862,2602,7,0,0,6512
574,2,99293,0,81040,23,1000,2,6508
575,2,51830,0,0,0,0,0,6507
576,2,20126,0,78999,28,800,3,6506
577,2,3294,0,1330,2,0,0,6498
578,2,11143,0,2800,6,800,5,6529
579,2,8250,0,250,2,0,0,6486
580,2,117670,0,53043,19,550,1,6505
581,2,49454,0,9548,22,250,1,6501
582,2,58421,0,1000,1,0,0,6532
583,2,33443,0,0,0,0,0,6476
584,2,13886,0,0,0,0,0,6465
585,2,15349,0,250,2,0,0,6457
586,2,78712,0,0,0,0,0,6433
587,2,89742,0,39073,13,0,0,6498
588,2,31311,0,3961,10,0,0,6494
589,2,133445,8264,3375,13,0,0,6492
590,2,136161,0,6032,15,0,0,6463
591,2,9998,0,0,0,0,0,6448
592,2,37904,0,19052,17,0,0,6487
593,2,41243,0,27971,7,300,1,6483
594,2,54011,1604,38380,20,5780,4,6487
595,2,5351,0,100,1,0,0,6450
596,2,23334,0,0,0,0,0,6441
597,2,11255,0,0,0,0,0,6428
598,2,48127,0,41447,28,0,0,6421
599,2,329497,0,57264,12,0,0,6484
600,2,158895,0,41954,15,0,0,6525
601,2,34540,0,27882,13,0,0,6494
602,2,117623,0,86582,26,1000,6,6477
603,2,126409,0,28460,13,0,0,6478
604,2,112843,0,16137,14,0,0,6472
605,2,117240,0,1200,3,700,2,6471
606,2,7216,0,21419,18,0,0,6470
607,2,26412,0,5086,2,0,0,6552
608,2,427528,0,35098,16,1600,3,6465
609,2,1846,0,450,1,0,0,6471
610,2,45830,0,23404,10,0,0,6459
611,2,179042,0,25078,50,3350,15,6456
612,2,41487,500,10885,7,0,0,6451
613,2,39601,0,3733,9,0,0,6450
614,2,46142,0,14445,13,0,0,6452
615,2,110277,0,37110,18,1500,3,6445
616,2,122928,0,12211,14,0,0,6443
617,2,146599,0,16463,16,1000,2,6444
618,2,338656,0,52908,16,0,0,6444
619,2,54125,0,48874,17,450,3,6463
620,2,29861,0,28190,15,0,0,6407
621,2,126148,0,6273,8,0,0,6435
622,2,62080,2975,19113,32,10650,28,6434
623,2,175131,0,53495,15,0,0,6431
624,2,365918,0,83752,23,1373,7,6429
625,2,105547,0,24973,26,500,1,6415
626,2,67615,0,14168,13,0,0,6413
627,2,33554,0,27410,16,350,1,6428
628,2,163083,0,3825,9,450,4,6428
629,2,747983,0,26117,15,50,1,6427
630,2,415070,588,153183,41,3802,20,6423
631,2,18111,0,4625,26,0,0,6463
632,2,41526,0,0,0,0,0,6406
633,2,38021,0,5538,9,0,0,6407
634,2,17500,0,0,0,0,0,6400
635,2,5906,0,280,1,0,0,6395
636,2,70133,0,7396,16,0,0,6392
637,2,32010,0,12315,6,650,2,6421
638,2,82605,0,23049,15,0,0,6417
639,2,77285,0,63841,32,0,0,6417
640,2,15219,0,0,0,0,0,6427
641,2,54889,0,13150,4,0,0,6438
642,2,8910,0,150,1,150,1,6413
643,2,49891,0,500,1,500,1,6392
644,2,10484,0,0,0,0,0,6375
645,2,15496,0,0,0,0,0,6324
646,2,16714,0,0,0,0,0,6214
647,2,25835,0,15153,15,0,0,6142
648,2,3487,0,710,1,0,0,6059
649,2,347096,0,12000,6,0,0,6408
650,2,155962,1199,16510,16,50,1,6406
651,2,160572,0,8163,18,500,1,6403
652,2,257068,2586,5900,4,400,1,6420
653,2,48410,0,37869,16,500,1,6395
654,2,33269,0,4675,10,200,1,6396
655,2,25685,0,185,3,0,0,6382
656,2,50500,0,4765,14,0,0,6380
657,2,97486,0,22707,15,0,0,6387
658,2,323459,0,12000,8,1500,3,6378
